id,uuid,name,exercise_base,status,description,creation_date,category,muscles,muscles_secondary,equipment,language,license,license_author,variations
318,bd07fc6b-db86-4139-b6de-e328cea0f694,Turkish Get-Up,675,2,"<p>Starting on back, move to the standing position with dumbbell in one hand.  Switch hands between reps.</p>",2015-03-09,10,"[2, 8, 14, 3]","[2, 8, 14, 3]",[3],2,2,dookie1481,[]
212,bf618c32-b4b1-4bbb-a74f-73485e4143ed,Underhand Lat Pull Down,684,2,"<p>Grip the pull-down bar with your palms facing you and your hands closer than shoulder-width apart. Lean back slightly and keep your back straight. Pull the bar down towards your chest, pulling your shoulders back slightly at the end of the motion.</p>",2014-02-01,12,[12],[1],[],2,1,tuckerm,"[213, 188, 187, 216, 215, 212, 424, 204]"
393,6ae341ba-f941-44b5-9d59-b0fba42c0980,Upper Body,687,2,<p>Full workout of the upper arms body n chest. Focusing on the core</p>,2016-04-18,11,"[2, 4]","[9, 5]",[1],2,2,Vazco,[]
258,deb02a12-37ce-43d6-b3f2-c77ed2b4259f,Upper External Oblique,688,2,<p>Exercise for upper external oblique muscles</p>,2014-07-01,11,[14],[],[6],2,1,http://www.carinatum.com/,[]
147,26c72fd7-d5b9-497b-be5e-cdfe9715ddac,"Upright Row, on Multi Press",691,2,"<p>The movements are basically the same as with an SZ-bar, but you use the bar on the multi press:</p>
<p>Stand straight, your feet are shoulder-width apart. Hold the bar with an overhand grip on your thighs, the arms are stretched. Lift the bar close to the body till your chin. The elbows point out so that at the highest point they form a V. Make here a short pause before going slowly down and repeating the movement.</p>",2013-05-05,13,"[2, 9]",[1],[],2,1,wger.de,[]
127,61271a8e-6a00-4898-8dc3-ea9ef913f25e,"Upright Row, SZ-bar",693,2,"<p>Stand straight, your feet are shoulder-width apart. Hold the SZ-bar with an overhand grip on your thighs, the arms are stretched. Lift the bar close to the body till your chin. The elbows point out so that at the highest point they form a V. Make here a short pause before going slowly down and repeating the movement.</p>",2013-05-05,13,"[2, 9]",[1],[2],2,1,wger.de,[]
311,97d7eba2-681f-4b14-8e78-7d9b5865d336,Upright Row w/ Dumbbells,694,2,<p>Feet apart at shoulder width. Nice and Slow!</p>,2015-02-11,13,"[2, 9]",[1],[3],2,2,koreyhinton,[]
424,36f940ff-6352-4480-b763-1234438f6624,V-Bar Pulldown,695,2,<p>Pulldowns using close grip v-bar.</p>,2016-10-06,12,[],[],[],2,2,apeschel,"[213, 188, 187, 216, 215, 212, 424, 204]"
359,472d117c-c2a9-47cf-a5c7-fdb9fbac23a9,Wall Handstand,711,2,<p>Handstand against a wall for support (chest facing wall).</p>,2016-01-04,13,[],[],[7],2,2,Nash,[]
203,504c91f8-5a76-4faa-943f-13799357a426,Wall Pushup,713,2,<p>Pushup against a wall</p>,2014-01-12,8,"[2, 4, 5]","[8, 6, 3, 9]",[7],2,1,Dexter,[]
548,e934e2b2-abe7-411d-b753-8ce298391b9e,Wall Slides,716,2,"<p>Stand with heels,  shoulders, back of head,  and hips touching the wall. Start with biceps straight out and elbows at a 90 degree angle. Straighten the arms while remaining againstthe wall without arching the back off of the wall, mimicking a shoulder press movement. </p>",2018-02-07,12,"[1, 11, 4, 9, 5]",[],[7],2,2,Whythebigpaws,[]
387,b229c57f-5363-41e2-add7-c2501a31de0b,Wall Squat,718,2,"<p>Find a nice flat piece of wall and stand with your back leaning against the wall. Slowly slide down the wall while moving your feet away from it, until your thighs are parallel to the ground and both your knees and your hips are bent at a 90° angle. Cross your arms in front of your chest and hold this position for 30 seconds.</p>
<p>Variant: put a big inflated rubber ball (like a small basketball) between your knees and squeeze the ball while holding the squat position</p>",2016-02-29,9,"[11, 10]",[],[7],2,3,Blablabla,"[407, 342, 300, 191, 650, 389, 355, 160, 185, 111, 795, 387]"
886,84794882-9d1d-480b-89ad-4861647b8f82,Weighted Butterfly Stretch,101,2,"<p>Seated with your back against a wall, put the bottoms of your feet together and add weight plates to your knees to deepen the butterfly stretch. Hold this for at least a minute or until youve comfortably elongated the groin and hip flexor. </p>",2021-05-19,9,[],[],[3],2,2,FourTwennyFitness,[]
320,4aecc570-d535-4ec1-8290-2e1a5c482f48,Weighted Step,721,2,"<p>Box step-ups w/ barbell, 45's on each side</p>",2015-04-07,9,[],[],[1],2,2,jigglychipmunk,[]
321,1076ed41-6f7c-46c9-a28f-ab13fc1ab92c,Weighted Step-ups,722,2,<p>box step ups w/ barbell and 45's on each side</p>,2015-04-07,9,[],[],[],2,3,jigglychipmunk,[]
204,34fc154f-cc8d-4e52-adb7-ff0dad2d0770,Wide-grip Pulldown,723,2,<p>Lat pulldowns with a wide grip on the bar.</p>,2014-01-13,12,[12],[],[],2,1,tuckerm,"[213, 188, 187, 216, 215, 212, 424, 204]"
305,7738fb4e-8f17-4aeb-84ef-2ee3e12eaff7,Z Curls,729,2,"<p>-Perform a traditional dumbbell biceps curl, pausing at the top of the motion.</p>
<p>-Twist your hands until your palms are facing away from your shoulders (in reverse curl position).  Basically, twist your right wrist inwards to the left, and vice versa.</p>
<p>-In a slow, controlled movement, lower the Dbells with your palms facing the ground.  At the bottom of the motion, twist your wrists back into the traditional curl grip (palms facing up, towards shoulder).</p>
<p>-That is 1 rep</p>
<p> </p>",2015-02-06,8,"[1, 13]",[],[],2,2,nate303303,"[74, 81, 80, 129, 275, 298, 86, 138, 193, 208, 205, 768, 305]"
